borrowers_id,borrower,financier,goal,impagency,url,projectid
90,"GOVERNMENT OF BANGLADESH",IDAD3830;IDAD3830;IDA63210;IDA51660,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF PRIMARY AND MASS EDUCATION",http://projects.worldbank.org/P131394/bd-reaching-out-school-children-ii?lang=en,49
91,"REPUBLIC OF URUGUAY",IBRD81980;IBRD81980,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P126408/full-time-school-expansion-project?lang=en,845
92,NEPAL,IDA51380;IDA51380,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","DEPARTMENT OF ROADS; MINISTRY OF PHYSICAL PLANNING AND WORKS",http://projects.worldbank.org/P125495/results-based-bridges-improvement-maintenance-project?lang=en,118
93,"GOVERNMENT OF EGYPT",IBRD81730;IBRD81730,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","THE SOCIAL FUND FOR DEVELOPMENT",http://projects.worldbank.org/P126339/egypt-emergency-labor-intensive-investment-project?lang=en,330
94,"GOVERNMENT OF GUINEA",IDAH7820;IDAH7820;IDAD1210,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P123900/guinea-safety-net-project?lang=en,661
95,"GOVERNMENT OF TIMOR LESTE",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P125443/fti-management-strengthening-program-2011-12?lang=en,394
96,"MINISTRY OF FINANCE",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND SCIENCE",http://projects.worldbank.org/P127118/kyrgyz-russia-education-aid-development?lang=en,484
97,"THE GOVERNMENT OF THE GAMBIA",IDAH7760;IDAH7760,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","DEPARTMENT OF STATE FOR FINANCE AND ECONOMIC AFFAIRS",http://projects.worldbank.org/P123679/gm-budget-support--dpl?lang=en,393
98,TIMORLESTE,,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P128178/tp-education-sector-support-project-essp-additional-financing-ii?lang=en,860
99,"MUNICIPALITY OF RECIFE",IBRD81680;IBRD81680,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","SPECIAL SECRETARIAT FOR MANAGEMENT AND PLANING",http://projects.worldbank.org/P126372/recife-swap-education-public-management?lang=en,687
100,"GOVERNMENT OF MOZAMBIQUE",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","WORLD BANK IDA",http://projects.worldbank.org/P124729/mz-early-child-development-af?lang=en,506
101,"REPUBLIC OF COTE D'IVOIRE",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P119328/emergency-basic-education-support-project-efa-fti-grant?lang=en,126
102,"GOVERNMENT OF INDIA",IDA50880;IDA50880,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF HUMAN RESOURCE DEVELOPMENT",http://projects.worldbank.org/P118445/secondary-education-project?lang=en,461
103,"SAVE THE CHILDREN JAPAN",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","SAVE THE CHILDREN JAPAN; MONGOLIA PROGRAM OFFICE",http://projects.worldbank.org/P130760/mongolia-improving-primary-education-outcomes-most-vulnerable-children-rural-mongolia?lang=en,527
104,"REPUBLIC OF MOLDOVA",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P129552/quality-education-rural-areas-moldova-af?lang=en,676
105,"GOVERNMENT OF BURKINA FASO",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF ECONOMY AND FINANCE",http://projects.worldbank.org/P127166/fast-track-initiative-grant-iii-basic-education?lang=en,363
106,"UNITED MEXICAN STATES",IBRD81320;IBRD81320,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","SECRETARIAT OF EDUCATION",http://projects.worldbank.org/P126297/second-upper-secondary-education-development-policy-loan?lang=en,753
107,"STATE OF PIAUI BRAZIL",IBRD81280;IBRD81280,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","STATE SECRETARIAT OF PLANNING",http://projects.worldbank.org/P126449/piaui-green-growth-inclusion-dpl?lang=en,609
108,"GOVERNMENT OF GUINEA",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P129210/development-inclusive-education-guinea?lang=en,176
109,MONGOLIA,,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION; CULTURE AND SCIENCE",http://projects.worldbank.org/P125445/mongolia-efa-fti-graduation-grant?lang=en,526
110,"MOLDOVA MINISTRY OF FINANCE",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND MSIF",http://projects.worldbank.org/P128468/moldova-efa-fti-3-grant?lang=en,523
111,"GOVERNMENT OF ZIMBABWE MOESAC",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",UNESCO,http://projects.worldbank.org/P127777/zimbabwe-strengthening-education-management-information-system?lang=en,940
112,"PEOPLE'S REPUBLIC OF BANGLADESH",IDA55520;IDA55520;IDA49990,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF PRIMARY AND MASS EDUCATION (MOPME)",http://projects.worldbank.org/P113435/primary-education-development-program-iii?lang=en,64
113,"REPBULIC OF TAJIKISTAN",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P126211/russia-education-aid-development-read?lang=en,712
114,"MINISTRY OF FINANCE",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND SPORTS; UGANDA",http://projects.worldbank.org/P129573/null?lang=en,450
115,"REPUBLIC OF THE PHILIPPINES",IBRD80500;IBRD80500,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Millennium Development Goals|Corporate Advocacy Priorities;MDG|CAP",,http://projects.worldbank.org/P118931/philippines-development-policy-loan-foster-more-inclusive-growth?lang=en,607
116,"REPUBLIC OF TURKEY",IBRD80670;IBRD80670,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P123073/second-restoring-equitable-growth-employment-programmatic-development-policy-loan?lang=en,754
117,"GOVERNMENT OF MALI",IDA49170;IDA49170,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P122483/ml-fifth-poverty-reduction-support-credit?lang=en,502
118,"GOVERNMENT OF MOZAMBIQUE",IDA51000;IDA51000;IDA60750;IDAD0840;IDA49300,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","WORLD BANK IDA",http://projects.worldbank.org/P125127/mz-education-sector-support-program?lang=en,507
119,FEDOMA,,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",FEDOMA,http://projects.worldbank.org/P126025/inclusive-education-disabled-children?lang=en,457
120,,,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",,http://projects.worldbank.org/P122756/additional-financing-punjab-education-sector-project?lang=en,589
121,"KYRGYZ REPUBLIC",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND SCIENCE",http://projects.worldbank.org/P118423/fast-track-initiative-catalytic-grant-fund--2?lang=en,361
122,"GOVERNMENT OF BURKINA FASO",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF ECONOMY AND FINANCE",http://projects.worldbank.org/P119413/fast-track-initiative-grant-ii-basic-education?lang=en,362
123,"GOVT OF PNG",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DEPARTMENT OF EDUCATION",http://projects.worldbank.org/P105897/read-png?lang=en,679
124,"DEMOCRATIC REPUBLIC OF CONGO",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","UCOP (MINISTRY OF PLANNING)",http://projects.worldbank.org/P125656/belgian-muti-donor-trust-fund-finacing-teachers-salaries?lang=en,110
125,"WORLD CONCERN VIETNAM (WCV)",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","WORLD CONCERN VIETNAM (WCV)",http://projects.worldbank.org/P125581/vietnam-intergenerational-deaf-education-outreach-project?lang=en,912
126,"ISLAMIC REPUBLIC OF PAKISTAN",IDA48360;IDA48360,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","PROVINCIAL RELIEF; REHABILITATION AND SETTLEMENT AUTHORITY",http://projects.worldbank.org/P121394/kp-fata-emergency-recovery-project?lang=en,595
127,"GOVERNMENT OF PAPUA NEW GUINEA",IDA48530;IDA48530,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","DEPARTMENT OF NATIONAL EDUCATION",http://projects.worldbank.org/P116521/flexible-open-distance-education-project?lang=en,380
128,"THE DEMOCRATIC REPUBLIC OF TIMORLESTE",IDAH6330;IDAH6330,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P116520/timor-leste-second-chance-education-project?lang=en,892
129,"GOVERNMENT OF DOMINICAN REPUBLIC",IBRD79720;IBRD79720,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF FINANCE",http://projects.worldbank.org/P121778/second-performance-accountability-social-sectors-development-policy-loan?lang=en,748
130,"THE PALESTINIAN AUTHORITY",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","THE MINISTRY OF FINANCE",http://projects.worldbank.org/P122272/emergency-service-support-project-iii-additional-financing-ii?lang=en,345
131,"GOVERNMENT OF GUYANA",IDA48030;IDA48030,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P110018/improving-teacher-education?lang=en,455
132,"REPUBLIC OF DJIBOUTI",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND HIGHER EDUCATION",http://projects.worldbank.org/P117424/primary-education-support-program-efa-fti-catalytic-fund-additional-financing?lang=en,655
133,"REPUBLIC OF TOGO",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF PRIMARY AND SECONDARY EDUCATION AND LITERACY",http://projects.worldbank.org/P116384/tg--education-all-fast-track-initiative-program?lang=en,852
134,"REPUBLIC OF LIBERIA",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P117662/fast-track-initiative-grant-basic-education?lang=en,414
135,"GOVERNMENT OF RIO DE JANEIRO",IBRD79550;IBRD79550,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","SECRETARIAT OF PLANNING & MGT OF GOVT OF RIO DE JANEIRO",http://projects.worldbank.org/P106768/rio-de-janeiro-public-sector-modernization?lang=en,117
136,"THE GOVERNMENT OF CAMEROON",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF BASIC EDUCATION",http://projects.worldbank.org/P116437/education-all-fast-track-initiative?lang=en,324
137,"GOVERNMENT OF SINDH",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","P&D DEPT THROUGH BENAZIR BHUTTO SHAHEED YOUTH DEVELOPMENT PR",http://projects.worldbank.org/P124158/pakistan-emergency-job-training-vulnerable-youth?lang=en,594
138,"GOVERNMENT OF LESOTHO",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND TRAINING; LESOTHO",http://projects.worldbank.org/P116426/efa-fast-track-initiative-catalytic-fund-grant-lesotho?lang=en,189
139,"GOUVERMENT OF THE GAMBIA",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF BASIC AND SECONDARY EDUCATION (MOBSE)",http://projects.worldbank.org/P120783/third-education-project-additional-financing?lang=en,876
140,"THE SOCIALIST REPUBLIC OF VIETNAM",IDA47820;IDA47820,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP","THE STATE BANK OF VIETNAM",http://projects.worldbank.org/P111182/vietnam-poverty-reduction-support-credit-9?lang=en,917
141,"PALESTINE LIBERATION ORGANIZATION (WBG)",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P111394/teacher-education-improvement-project?lang=en,866
